状态,代码,名称,趋势,5日涨跌幅_%,10日涨跌幅_%,20日涨跌幅_%,RSI14,K,D,J,KDJ状态,DIF,DEA,MACD柱,MACD状态,情绪分数,情绪标签,情绪缺失项,净流入截至,5日份额净流入_元,5日净流入错误,10日份额净流入_元,10日净流入错误,20日份额净流入_元,20日净流入错误,政策面理由,基本面理由,技术面理由,情绪面理由
暂缓,562500,机器人ETF华夏,空头,-8.1262,-11.3469,-16.1431,32.4153,17.92,17.18,19.40,超卖,-0.043486,-0.026780,-0.033410,零轴下空头,57.98,中性,,2026-07-21,665877000.00,,1307253000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-8.13%/-11.35%/-16.14%，RSI14=32.4，KDJ=超卖，MACD=零轴下空头。,情绪分数58.0（中性）；5/10/20日份额净流入为+6.66亿/+13.07亿/N/A(missing_share_date)，5日成交量相对前20日为0.91倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,513310,中韩半导体ETF华泰柏瑞,空头,-9.5443,-13.5311,-20.0824,34.6345,20.52,15.96,29.65,多头,-0.277214,-0.132618,-0.289192,零轴下空头,56.76,中性,,2026-07-21,60747000.00,,148371000.00,,,missing_share_date,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-9.54%/-13.53%/-20.08%，RSI14=34.6，KDJ=多头，MACD=零轴下空头。,情绪分数56.8（中性）；5/10/20日份额净流入为+0.61亿/+1.48亿/N/A(missing_share_date)，5日成交量相对前20日为1.65倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,512260,中证500低波动ETF华安,空头,-0.3634,-1.6906,-3.3736,37.3737,38.68,31.58,52.89,多头,-0.018759,-0.012294,-0.012928,零轴下空头,56.46,中性,,2026-07-21,20000.00,,20000.00,,,missing_share_date,证监会强调维护资本市场平稳健康运行、强化监管与投资者保护；方向偏支持，但不代表指数短期必涨。 [中国证监会｜2026-07-20｜中国证监会召开投资者座谈会](https://www.csrc.gov.cn/csrc/c100028/c7646232/content.shtml),2026年上半年国内生产总值同比增长4.7%，规模以上制造业增加值增长5.6%；宏观仍扩张，但行业盈利分化需要继续跟踪。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-0.36%/-1.69%/-3.37%，RSI14=37.4，KDJ=多头，MACD=零轴下空头。,情绪分数56.5（中性）；5/10/20日份额净流入为+0.00亿/+0.00亿/N/A(missing_share_date)，5日成交量相对前20日为2.20倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,513360,教育ETF博时,空头,-3.2037,-4.0816,-0.9368,46.2687,24.77,31.77,10.77,空头,-0.004676,-0.004690,0.000030,收敛,56.09,中性,,2026-07-21,1929000.00,,5221500.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.20%/-4.08%/-0.94%，RSI14=46.3，KDJ=空头，MACD=收敛。,情绪分数56.1（中性）；5/10/20日份额净流入为+0.02亿/+0.05亿/N/A(missing_share_date)，5日成交量相对前20日为1.36倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159997,电子ETF天弘,空头,-6.6834,-11.3492,-14.6024,37.6604,22.95,19.41,30.02,多头,-0.051133,0.006689,-0.115643,收敛,52.53,中性,,2026-07-21,8543000.00,,8023000.00,,,missing_share_date,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-6.68%/-11.35%/-14.60%，RSI14=37.7，KDJ=多头，MACD=收敛。,情绪分数52.5（中性）；5/10/20日份额净流入为+0.09亿/+0.08亿/N/A(missing_share_date)，5日成交量相对前20日为0.96倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,516390,新能源车ETF汇添富,空头,-4.1427,-9.9459,-19.0476,21.6028,20.60,16.47,28.86,多头,-0.051515,-0.043728,-0.015573,零轴下空头,52.28,中性,,2026-07-21,1155000.00,,10657500.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.14%/-9.95%/-19.05%，RSI14=21.6，KDJ=多头，MACD=零轴下空头。,情绪分数52.3（中性）；5/10/20日份额净流入为+0.01亿/+0.11亿/N/A(missing_share_date)，5日成交量相对前20日为1.11倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,512980,传媒ETF广发,空头,-4.4118,-3.4653,-4.9939,39.4068,30.72,36.49,19.19,空头,-0.018748,-0.020088,0.002680,收敛,48.01,中性,,2026-07-21,2940000.00,,95349000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.41%/-3.47%/-4.99%，RSI14=39.4，KDJ=空头，MACD=收敛。,情绪分数48.0（中性）；5/10/20日份额净流入为+0.03亿/+0.95亿/N/A(missing_share_date)，5日成交量相对前20日为1.14倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,515880,通信ETF国泰,空头,-11.7260,-11.4927,-26.6958,36.1502,24.96,21.79,31.31,多头,-0.038071,-0.022988,-0.030166,零轴下空头,47.86,中性,,2026-07-21,-330738000.00,,2672518000.00,,,missing_share_date,六部门部署智能工厂梯度培育，政策支持人工智能与制造业融合和场景落地；执行节奏与商业化质量仍需验证。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，为数字化和AI应用提供需求基础；ETF成份股估值与订单兑现差异较大。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-11.73%/-11.49%/-26.70%，RSI14=36.2，KDJ=多头，MACD=零轴下空头。,情绪分数47.9（中性）；5/10/20日份额净流入为-3.31亿/+26.73亿/N/A(missing_share_date)，5日成交量相对前20日为1.80倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,513520,日经ETF华夏,空头,-6.0851,-5.8045,-10.5754,36.1538,26.23,21.78,35.12,多头,-0.040963,-0.012014,-0.057897,零轴下空头,46.96,中性,,2026-07-21,4512500.00,,10315500.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-6.09%/-5.80%/-10.58%，RSI14=36.2，KDJ=多头，MACD=零轴下空头。,情绪分数47.0（中性）；5/10/20日份额净流入为+0.05亿/+0.10亿/N/A(missing_share_date)，5日成交量相对前20日为0.94倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159941,纳指ETF广发,空头,-2.3941,-0.3135,-3.2847,44.3925,37.89,36.27,41.12,金叉,-0.010618,-0.004506,-0.012225,零轴下空头,45.60,中性,,2026-07-21,10322000.00,,20790900.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.39%/-0.31%/-3.28%，RSI14=44.4，KDJ=金叉，MACD=零轴下空头。,情绪分数45.6（中性）；5/10/20日份额净流入为+0.10亿/+0.21亿/N/A(missing_share_date)，5日成交量相对前20日为0.79倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,513730,东南亚科技ETF华泰柏瑞,空头,-2.2222,-0.7806,0.2629,49.1935,29.70,40.46,8.18,空头,-0.004775,-0.004761,-0.000028,死叉,43.17,中性,,2026-07-21,1199000.00,,-8125000.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-2.22%/-0.78%/+0.26%，RSI14=49.2，KDJ=空头，MACD=死叉。,情绪分数43.2（中性）；5/10/20日份额净流入为+0.01亿/-0.08亿/N/A(missing_share_date)，5日成交量相对前20日为0.67倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159561,德国ETF嘉实,空头,-0.5410,-2.1293,0.4684,50.6667,31.25,28.18,37.39,金叉,-0.003628,-0.001673,-0.003910,零轴下空头,36.70,偏冷,,2026-07-21,-17888000.00,,-12680000.00,,,missing_share_date,"跨境ETF同时受境外市场规则、汇率和QDII额度影响；本报告不把境内政策背景视为海外指数催化。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)","IMF预计2026年全球增长3.0%，但地区分化、冲突和金融市场重定价风险仍在；海外ETF需额外核对溢价与汇率。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-0.54%/-2.13%/+0.47%，RSI14=50.7，KDJ=金叉，MACD=零轴下空头。,情绪分数36.7（偏冷）；5/10/20日份额净流入为-0.18亿/-0.13亿/N/A(missing_share_date)，5日成交量相对前20日为0.74倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159713,稀土ETF富国,空头,-6.1502,-13.3481,-22.7482,20.6226,17.46,13.13,26.12,超卖,-0.079128,-0.056703,-0.044849,零轴下空头,34.80,偏冷,,2026-07-21,-3308000.00,,15824000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-6.15%/-13.35%/-22.75%，RSI14=20.6，KDJ=超卖，MACD=零轴下空头。,情绪分数34.8（偏冷）；5/10/20日份额净流入为-0.03亿/+0.16亿/N/A(missing_share_date)，5日成交量相对前20日为0.90倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159703,新材料ETF天弘,空头,-5.7143,-12.1302,-19.0736,26.9737,18.06,14.17,25.84,超卖,-0.042109,-0.021653,-0.040912,零轴下空头,33.73,偏冷,,2026-07-21,-465000.00,,11083800.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-5.71%/-12.13%/-19.07%，RSI14=27.0，KDJ=超卖，MACD=零轴下空头。,情绪分数33.7（偏冷）；5/10/20日份额净流入为-0.00亿/+0.11亿/N/A(missing_share_date)，5日成交量相对前20日为1.00倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159755,电池ETF广发,空头,-4.5929,-9.1451,-19.3292,23.6364,22.53,17.11,33.36,多头,-0.051617,-0.042979,-0.017276,零轴下空头,30.82,偏冷,,2026-07-21,-130908000.00,,-411792000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.59%/-9.15%/-19.33%，RSI14=23.6，KDJ=多头，MACD=零轴下空头。,情绪分数30.8（偏冷）；5/10/20日份额净流入为-1.31亿/-4.12亿/N/A(missing_share_date)，5日成交量相对前20日为1.00倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,515790,光伏ETF华泰柏瑞,空头,-3.5294,-8.7875,-17.8357,20.2247,20.57,14.63,32.45,多头,-0.058283,-0.050740,-0.015086,零轴下空头,30.51,偏冷,,2026-07-21,-424172000.00,,-504146000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-3.53%/-8.79%/-17.84%，RSI14=20.2，KDJ=多头，MACD=零轴下空头。,情绪分数30.5（偏冷）；5/10/20日份额净流入为-4.24亿/-5.04亿/N/A(missing_share_date)，5日成交量相对前20日为1.37倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,512400,有色金属ETF南方,空头,1.7826,1.1429,-10.6061,41.3522,46.29,30.08,78.73,多头,-0.068611,-0.068401,-0.000420,零轴下空头,30.03,偏冷,,2026-07-21,-354905500.00,,-1089731000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+1.78%/+1.14%/-10.61%，RSI14=41.4，KDJ=多头，MACD=零轴下空头。,情绪分数30.0（偏冷）；5/10/20日份额净流入为-3.55亿/-10.90亿/N/A(missing_share_date)，5日成交量相对前20日为0.82倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,510170,大宗商品ETF国联安,空头,0.6918,0.5372,-7.7465,42.8177,47.22,30.76,80.14,多头,-0.035046,-0.034149,-0.001793,零轴下空头,27.42,偏冷,,2026-07-21,-7576000.00,,-46726000.00,,,missing_share_date,近90日未发现新增直接政策催化；3月国家能源局年度标准计划覆盖煤炭、油气和新能源等领域，侧重安全、绿色和标准化转型。 [国家能源局｜2026-03-24｜2026年能源行业标准计划立项指南](https://www.nea.gov.cn/20260324/a3810b8d733c4972a67ef5891a17b8ea/20260324a3810b8d733c4972a67ef5891a17b8ea_49f3818b8b71ed439ca1d10cceef0bc714.pdf),"全球增长仍有韧性但能源与地缘风险并存，资源品价格可能保持高波动；应以趋势、库存和份额申赎共同确认。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为+0.69%/+0.54%/-7.75%，RSI14=42.8，KDJ=多头，MACD=零轴下空头。,情绪分数27.4（偏冷）；5/10/20日份额净流入为-0.08亿/-0.47亿/N/A(missing_share_date)，5日成交量相对前20日为0.58倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159732,消费电子ETF华夏,空头,-9.3571,-13.6446,-20.6685,34.3936,21.37,18.00,28.11,多头,-0.058753,-0.017012,-0.083482,零轴下空头,27.21,偏冷,,2026-07-21,-91386000.00,,-97816000.00,,,missing_share_date,近90日未发现新增直接政策催化；4月公布的集成电路和软件企业税收优惠清单覆盖设计、制造、封测和关键材料设备，体现中长期政策连续性。 [国家发展改革委等部门｜2026-04-09｜关于做好2026年享受税收优惠政策的集成电路企业或项目、软件企业清单制定工作的通知](https://www.ndrc.gov.cn/xxgk/zcfb/tz/202604/t20260409_1404580.html),"AI驱动全球技术链需求，但行业景气和估值对资本开支、终端需求及外部限制高度敏感，需结合价格与份额流验证。 [International Monetary Fund｜2026-07-08｜World Economic Outlook Update, July 2026](https://www.imf.org/en/publications/weo/issues/2026/07/08/world-economic-outlook-update-july-2026)",收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-9.36%/-13.64%/-20.67%，RSI14=34.4，KDJ=多头，MACD=零轴下空头。,情绪分数27.2（偏冷）；5/10/20日份额净流入为-0.91亿/-0.98亿/N/A(missing_share_date)，5日成交量相对前20日为0.90倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,516520,智能驾驶ETF华泰柏瑞,空头,-4.7187,-8.3770,-12.0603,32.6316,22.25,21.50,23.76,多头,-0.038750,-0.028530,-0.020440,零轴下空头,26.63,偏冷,,2026-07-21,-39264000.00,,-56240000.00,,,missing_share_date,2026年汽车标准化工作聚焦新能源汽车、智能网联、汽车芯片、固态电池等方向；同时部分税收优惠未来调整，需兼顾支持与退坡风险。 [工业和信息化部｜2026-06-12｜2026年汽车标准化工作要点](https://www.miit.gov.cn/xwfb/gxdt/sjdt/art/2026/art_202b76b65f354309a28d38686d988108.html),制造业整体保持增长，但新能源链仍受价格竞争、产能利用率与海外需求影响；仅凭政策不能替代盈利和资金验证。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-4.72%/-8.38%/-12.06%，RSI14=32.6，KDJ=多头，MACD=零轴下空头。,情绪分数26.6（偏冷）；5/10/20日份额净流入为-0.39亿/-0.56亿/N/A(missing_share_date)，5日成交量相对前20日为0.86倍，代表池综合宽度40.3%，缺失分项：无。
暂缓,159206,卫星ETF永赢,空头,-12.1006,-20.0371,-20.9658,31.1416,13.32,14.60,10.76,超卖,-0.102700,-0.061037,-0.083326,零轴下空头,21.03,偏冷,,2026-07-21,-1350024000.00,,-968681000.00,,,missing_share_date,智能工厂培育覆盖基础级、先进级、卓越级和领航级，利好自动化、机器人与高端装备应用扩散；主题兑现取决于订单。 [工业和信息化部等六部门｜2026-07-15｜关于开展2026年度智能工厂梯度培育行动的通知](https://www.ncsti.gov.cn/kjdt/tzgg/202607/t20260720_251553.html),上半年制造业增加值同比增长5.6%，制造业基本面有韧性；细分装备的盈利需继续核对订单、回款和产能利用率。 [国家统计局｜2026-07-15｜上半年国民经济顶住压力延续平稳增长态势](https://www.stats.gov.cn/sj/zxfbhjd/202607/t20260715_1964121.html),收盘价位于MA20下方、MA60下方，MA20未上行；5/10/20日涨跌幅分别为-12.10%/-20.04%/-20.97%，RSI14=31.1，KDJ=超卖，MACD=零轴下空头。,情绪分数21.0（偏冷）；5/10/20日份额净流入为-13.50亿/-9.69亿/N/A(missing_share_date)，5日成交量相对前20日为0.72倍，代表池综合宽度40.3%，缺失分项：无。
